# id:1--2--1 
0.77,0.72,-2.204444733163
0.38,-0.63,0.69785735894038
1,-0.87,-0.99204827769619
0.46,-0.2,-0.70978888435616
-0.07,-0.53,0.25927133908944
0.81,0.78,-2.098290698343
-0.27,-0.58,0.73895414078731
-0.09,-0.23,0.55096280788264
0.52,0.29,-0.61291111297605
-0.63,-0.22,-0.32713824273563
-0.84,-0.63,-0.94377322897984
-0.43,-0.87,0.58937828286997
-0.23,0.41,-0.3675108569045
0.21,-0.05,-0.16904788187151
-0.72,-0.68,-0.35654688158895
0.28,0.31,-0.69027206839289
0.45,0.78,-1.0640724282654
0.58,0.11,-0.87976793851452
0.29,0.99,-1.4099188315136
-0.35,-0.82,0.63161958933828
-0.23,0.83,-0.89856613224579
-0.25,0.17,0.01025271198627
0.53,-0.38,-0.12570499587619
-0.41,0.05,-0.51300118269326
0,0.11,-0.35398696265254
0.13,0.37,-0.23147321887983
0.99,0.38,-2.3403637937752
-0.18,0.4,-0.61421971661657
0.08,0.71,-0.92442122882591
0.66,-0.25,-0.77027802905954
-0.69,-0.73,-0.31414418118779
0.2,0.21,-0.57072549981249
-0.51,0.85,-1.3067059735206
0.66,0.95,-1.8896479536258
0.76,0.52,-1.8639006661307
0.83,0.54,-1.8158301492133
-0.29,0.77,-1.0372397959984
0.43,0.5,-1.0074343283267
-0.58,0.1,-0.70015520328236
-0.9,-0.8,-0.60853617874168
-0.77,-0.35,-0.63944370560976
-0.43,-0.05,-0.35470337765994
0.07,0.74,-0.73357722016498
-0.9,-0.8,-0.69919616918279
-0.56,0.71,-1.6042566349172
0.61,0.26,-0.96726233976628
-0.98,-0.39,-1.6920446713395
0.97,-0.77,-1.0405131889857
-0.26,0.87,-0.77977407182329
-0.42,0.45,-1.1200988429332
0.04,0.23,-0.437835209946
0.61,-0.4,-0.33790260509907
-0.43,-0.52,0.21687504264018
0.58,0.13,-0.85902342764968
0.33,0.25,-0.55051542347594
0.89,-0.94,-1.0331354068007
0.33,0.72,-0.8936625805308
-0.76,-0.13,-0.91058224298122
0.9,-0.07,-1.4966267126971
0.69,0.87,-1.9652435251067
0.42,-0.6,0.32801949994495
